Code,Year,"Health insurance coverage (ILO, 2014)",BCG (% of one-year-olds immunized),HepB3 (% of one-year-olds immunized),Hib3 (% of one-year-olds immunized),MCV1 (% of one-year-olds immunized),PCV3 (% of one-year-olds immunized),Pol3 (% of one-year-olds immunized),RCV1 (% of one-year-olds immunized),RotaC (% of one-year-olds immunized),YFV (% of one-year-olds immunized),DTP3 (% of one-year-olds immunized),Entity,Estimated maternal deaths,Under-five mortality rate - Total - Deaths per 100 live births,Births attended by skilled health staff (% of total),Deaths - Sex: all - Age: 0 - Variant: estimates,Under-fifteen mortality rate,Region,Age_in_Months_Days_Years,Cause of Death,FactValueNumeric,Value
PAN,2008,51.8,98.0,86.0,86.0,96.0,,86.0,96.0,74.0,0.0,86.0,Panama,40.648422,1.9547889,91.8,1159.0,2.316667,Americas,0-4 years,Sepsis and other infectious conditions of the newborn,0.085,0.1
EGY,2008,51.1,98.0,97.0,94.0,92.0,,97.0,92.0,,,97.0,Egypt,959.69214,3.1302514,78.9,58598.0,3.6320312,Eastern Mediterranean,0-27 days,Prematurity,0.41,0.4
NGA,2008,2.2,65.0,41.0,94.0,53.0,,60.0,95.0,,50.0,53.0,Nigeria,71529.03,14.134067,38.9,599574.0,16.347645,Africa,0-27 days,Acute lower respiratory infections,0.079,0.1
NGA,2008,2.2,65.0,41.0,94.0,53.0,,60.0,95.0,,50.0,53.0,Nigeria,71529.03,14.134067,38.9,599574.0,16.347645,Africa,1-59 months,"Other communicable, perinatal and nutritional conditions",0.097,0.1
NGA,2008,2.2,65.0,41.0,94.0,53.0,,60.0,95.0,,50.0,53.0,Nigeria,71529.03,14.134067,38.9,599574.0,16.347645,Africa,0-4 years,Prematurity,0.096,0.1
NGA,2008,2.2,65.0,41.0,94.0,53.0,,60.0,95.0,,50.0,53.0,Nigeria,71529.03,14.134067,38.9,599574.0,16.347645,Africa,1-59 months,Birth asphyxia and birth trauma,0.016,0.0
NGA,2008,2.2,65.0,41.0,94.0,53.0,,60.0,95.0,,50.0,53.0,Nigeria,71529.03,14.134067,38.9,599574.0,16.347645,Africa,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
NGA,2008,2.2,65.0,41.0,94.0,53.0,,60.0,95.0,,50.0,53.0,Nigeria,71529.03,14.134067,38.9,599574.0,16.347645,Africa,0-27 days,"Other communicable, perinatal and nutritional conditions",0.04,0.0
NGA,2008,2.2,65.0,41.0,94.0,53.0,,60.0,95.0,,50.0,53.0,Nigeria,71529.03,14.134067,38.9,599574.0,16.347645,Africa,0-27 days,Other noncommunicable diseases,0.001,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Diarrhoeal diseases,0.024,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Tetanus,0.0,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Measles,0.0,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Malaria,0.0,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Other noncommunicable diseases,0.09,0.1
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Injuries,0.065,0.1
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,HIV/AIDS,0.0,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Diarrhoeal diseases,0.013,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Tetanus,0.0,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Measles,0.0,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Meningitis/encephalitis,0.029,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Malaria,0.0,0.0
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Congenital anomalies,0.26,0.3
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-27 days,Prematurity,0.44,0.4
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-27 days,Acute lower respiratory infections,0.079,0.1
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Prematurity,0.055,0.1
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.06,0.1
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Injuries,0.11,0.1
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Meningitis/encephalitis,0.054,0.1
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Birth asphyxia and birth trauma,0.063,0.1
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Congenital anomalies,0.24,0.2
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Other noncommunicable diseases,0.16,0.2
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Prematurity,0.23,0.2
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-4 years,Acute lower respiratory infections,0.19,0.2
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,0-27 days,Congenital anomalies,0.28,0.3
BGR,2008,87.0,98.0,96.0,94.0,96.0,,96.0,96.0,,,95.0,Bulgaria,7.402997,1.1442215,99.6,685.0,1.401917,Europe,1-59 months,Acute lower respiratory infections,0.28,0.3
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Acute lower respiratory infections,0.062,0.1
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,"Other communicable, perinatal and nutritional conditions",0.069,0.1
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Birth asphyxia and birth trauma,0.087,0.1
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Sepsis and other infectious conditions of the newborn,0.075,0.1
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,"Other communicable, perinatal and nutritional conditions",0.053,0.1
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Other noncommunicable diseases,0.055,0.1
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Injuries,0.076,0.1
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Acute lower respiratory infections,0.1,0.1
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Meningitis/encephalitis,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Malaria,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Acute lower respiratory infections,0.022,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,1-59 months,Prematurity,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,1-59 months,Birth asphyxia and birth trauma,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,1-59 months,Congenital anomalies,0.043,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,1-59 months,HIV/AIDS,0.036,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Injuries,0.011,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,HIV/AIDS,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Diarrhoeal diseases,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Tetanus,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Measles,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Meningitis/encephalitis,0.002,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Malaria,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,Prematurity,0.011,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,Birth asphyxia and birth trauma,0.013,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,HIV/AIDS,0.006,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,Diarrhoeal diseases,0.04,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,Tetanus,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,Measles,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,Meningitis/encephalitis,0.035,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,1-59 months,Malaria,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,HIV/AIDS,0.002,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Diarrhoeal diseases,0.012,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Tetanus,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Measles,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Meningitis/encephalitis,0.012,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-4 years,Malaria,0.0,0.0
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Birth asphyxia and birth trauma,0.12,0.1
GEO,2008,25.0,95.0,89.0,94.0,97.0,,90.0,97.0,,,92.0,Georgia,22.938875,1.7154684,99.6,877.0,1.971214,Europe,0-27 days,Sepsis and other infectious conditions of the newborn,0.11,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Congenital anomalies,0.029,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Other noncommunicable diseases,0.023,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Injuries,0.027,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,HIV/AIDS,0.014,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Tetanus,0.004,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Measles,0.003,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Meningitis/encephalitis,0.027,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Congenital anomalies,0.052,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Acute lower respiratory infections,0.069,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,"Other communicable, perinatal and nutritional conditions",0.08,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Diarrhoeal diseases,0.13,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Acute lower respiratory infections,0.14,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Prematurity,0.08,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Birth asphyxia and birth trauma,0.082,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,"Other communicable, perinatal and nutritional conditions",0.05,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Other noncommunicable diseases,0.001,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-4 years,Sepsis and other infectious conditions of the newborn,0.14,0.1
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-4 years,"Other communicable, perinatal and nutritional conditions",0.084,0.1
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-4 years,Congenital anomalies,0.073,0.1
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-4 years,Injuries,0.084,0.1
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Sepsis and other infectious conditions of the newborn,0.24,0.2
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,1-59 months,Injuries,0.21,0.2
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-4 years,Other noncommunicable diseases,0.24,0.2
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-4 years,Prematurity,0.27,0.3
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Prematurity,0.46,0.5
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,1-59 months,Other noncommunicable diseases,0.59,0.6
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Other noncommunicable diseases,0.012,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Injuries,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,HIV/AIDS,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Diarrhoeal diseases,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Tetanus,0.0,0.0
VCT,2008,9.4,87.0,99.0,99.0,99.0,,99.0,99.0,,,99.0,Saint Vincent and the Grenadines,0.7745092,2.2050965,99.2,42.0,2.610942,Americas,0-27 days,Measles,0.0,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Acute lower respiratory infections,0.13,0.1
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Sepsis and other infectious conditions of the newborn,0.19,0.2
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Prematurity,0.28,0.3
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Birth asphyxia and birth trauma,0.29,0.3
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Malaria,0.36,0.4
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Malaria,0.48,0.5
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Injuries,0.009,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,HIV/AIDS,0.0006,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Diarrhoeal diseases,0.011,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Tetanus,0.014,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Measles,0.0,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Meningitis/encephalitis,0.032,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-27 days,Malaria,0.0,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Prematurity,0.012,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Birth asphyxia and birth trauma,0.012,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Sepsis and other infectious conditions of the newborn,0.0,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Congenital anomalies,0.021,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Other noncommunicable diseases,0.031,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Injuries,0.033,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,HIV/AIDS,0.018,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Tetanus,0.0001,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Measles,0.004,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,1-59 months,Meningitis/encephalitis,0.026,0.0
SLE,2008,0.0,91.0,77.0,77.0,73.0,,75.0,95.0,,64.0,77.0,Sierra Leone,2392.6836,17.524014,42.4,27849.0,19.723742,Africa,0-4 years,Sepsis and other infectious conditions of the newborn,0.048,0.0
